what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995690025
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995690737
executed,command,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.edit.text.java.format",1371995693552
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371995694787
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.lineEnd",1371995696348
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.text.contentAssist.proposals",1371995698380
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.lineEnd",1371995725681
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371995729457
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.lineEnd",1371995740648
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371995754673
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371995754857
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371995758282
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995762216
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995769974
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995772839
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995780787
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995788937
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371995803157
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371995804326
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995804411
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.select.lineStart",1371995831634
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995848500
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995856124
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995872953
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371995877727
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995882807
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995890806
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995899265
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995908011
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995912006
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.lineEnd",1371995929401
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.text.contentAssist.proposals",1371995930801
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.lineEnd",1371995958712
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.text.contentAssist.proposals",1371995966786
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995981780
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371995989085
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371996004910
executed,command,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.edit.text.java.format",1371996045409
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371996046373
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996060560
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996068984
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996069855
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996080864
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371996097085
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371996099452
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371996109409
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996110626
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1371996120584
opened,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996120892
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996120982
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996130354
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.lineEnd",1371996133780
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371996164699
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996171767
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996172517
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996183403
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371996192509
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371996192724
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996192815
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996208663
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371996218311
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371996220838
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371996221129
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371996221396
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371996221653
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371996221923
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371996222180
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371996275646
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371996551073
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996556399
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996573120
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371996589829
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371996747183
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996765708
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1371996771729
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.text.contentAssist.proposals",1371996795421
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371996808400
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.text.contentAssist.proposals",1371996816919
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371996925316
executed,command,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.edit.text.java.format",1371996955861
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371996956700
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.lineEnd",1371997029472
executed,command,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.edit.text.java.format",1371997040089
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.lineEnd",1371997041774
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.text.contentAssist.proposals",1371997053873
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371997071495
executed,command,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.edit.text.java.format",1371997263376
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.select.lineEnd",1371997264304
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.cut",1371997264877
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371997266620
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.text.contentAssist.proposals",1371997270245
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371997279221
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371997279478
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371997279623
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.undo",1371997279834
executed,command,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.edit.text.java.format",1371997339603
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1371997340769
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.lineEnd",1371997341563
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371997371823
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371997697856
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371997701589
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371998337017
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1371998338170
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372000332853
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372000337355
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372008621268
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372008622169
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372082054456
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372082055581
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372084026548
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201106081058,"org.eclipse.cdt.debug.core",1372084027908
started,bundle,org.eclipse.cdt.debug.ui,7.1.0.201106081058,"org.eclipse.cdt.debug.ui",1372084028048
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372084028767
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372084029392
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372084031767
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372084247511
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372084335665
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372084336540
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372084337728
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372086218292
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372103369906
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372103728615
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372103737365
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372104079740
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372105466971
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372107927397
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372107932788
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372108046622
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372108049731
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372108145656
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372108147156
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372109021873
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372109022326
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372109024232
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372109025529
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372109028115
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372109028381
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372109030319
closed,view,org.eclipse.team.cvs.ui,3.3.500.v20120522-1148,"org.eclipse.team.ccvs.ui.RepositoriesView",1372109030709
closed,view,org.eclipse.team.ui,3.6.201.v20130125-135424,"org.eclipse.team.ui.GenericHistoryView",1372109030756
closed,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1372109030787
closed,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1372109030897
closed,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1372109030928
closed,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1372109030975
closed,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1372109031116
closed,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1372109031209
closed,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1372109031287
closed,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372109031834
closed,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1372109032569
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.400.v20120523-2012,"org.eclipse.pde.api.tools.ui",1372109034241
stopped,bundle,org.eclipse.pde.ds.ui,1.0.200.v20120530-1435,"org.eclipse.pde.ds.ui",1372109034319
stopped,bundle,org.eclipse.pde.runtime,3.4.300.v20120523-1453,"org.eclipse.pde.runtime",1372109034334
stopped,bundle,org.eclipse.pde.ua.ui,1.0.200.v20120523-1453,"org.eclipse.pde.ua.ui",1372109034381
stopped,bundle,org.eclipse.pde.ui.templates,3.4.500.v20120523-2012,"org.eclipse.pde.ui.templates",1372109034444
stopped,bundle,org.eclipse.pde.ui,3.7.2.v20130121-093123,"org.eclipse.pde.ui",1372109034444
stopped,bundle,org.eclipse.ant.ui,3.5.301.v20121210-210948,"org.eclipse.ant.ui",1372109034444
stopped,bundle,org.eclipse.ant.launching,1.0.200.v20120530-1204,"org.eclipse.ant.launching",1372109034491
stopped,bundle,org.eclipse.compare.win32,1.0.200.v20120914-154749,"org.eclipse.compare.win32",1372109034506
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20120515-1650,"org.eclipse.equinox.p2.ui.sdk",1372109034538
stopped,bundle,org.eclipse.jdt.junit,3.7.100.v20120523-1543,"org.eclipse.jdt.junit",1372109034538
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20120522-1651,"org.eclipse.jdt.apt.ui",1372109034553
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.100.v20120530-1425,"org.eclipse.jdt.debug.ui",1372109034569
stopped,bundle,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui",1372109034569
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201106081058,"org.eclipse.cdt.debug.ui.memory.search",1372109034584
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201106081058,"org.eclipse.cdt.debug.ui.memory.traditional",1372109034616
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201106081058,"org.eclipse.cdt.codan.checkers.ui",1372109034631
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201106081058,"org.eclipse.cdt.codan.ui.cxx",1372109034631
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.0.201106081058,"org.eclipse.cdt.codan.ui",1372109034663
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201106081058,"org.eclipse.cdt.launch.remote",1372109034694
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201106081058,"org.eclipse.cdt.debug.mi.ui",1372109034741
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201106081058,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1372109034772
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.0.201106081058,"org.eclipse.cdt.dsf.gdb.ui",1372109034835
